datetime,open,high,low,close,volume,average,barCount,start_time,VIX,QQQ_close,returns,volatility_20,volume_ma_ratio,close_QQQ_spread
2025-03-20 11:00:00-04:00,104.43,104.63,103.92,103.93,154407.0,104.361,1079,2025-03-20 11:00:00-04:00,19.81,481.74,-0.004501915708812199,0.0048666472060118334,1.178723478969824,-377.81
2025-03-20 12:00:00-04:00,103.87,104.18,103.13,103.27,168487.0,103.658,1210,2025-03-20 12:00:00-04:00,20.36,479.11,-0.006350428172808731,0.005101105591128996,1.208567937338987,-375.84000000000003
2025-03-20 13:00:00-04:00,103.3,103.9,103.3,103.48,103722.0,103.626,730,2025-03-20 13:00:00-04:00,20.36,478.49,0.002033504405926312,0.005117320383511002,0.7173200190460977,-375.01
2025-03-20 14:00:00-04:00,103.48,103.74,103.08,103.26,112251.0,103.389,906,2025-03-20 14:00:00-04:00,20.09,477.79,-0.002126014688828781,0.00488987900465243,0.7744244215066612,-374.53000000000003
2025-03-20 15:00:00-04:00,103.26,104.15,103.11,103.16,328290.0,103.458,2747,2025-03-20 15:00:00-04:00,19.95,479.29,-0.0009684292078250278,0.0048515520192488485,2.115876615435284,-376.13
2025-03-20 16:00:00-04:00,103.17,103.17,103.17,103.17,391029.0,103.17,20,2025-03-20 16:00:00-04:00,19.8,479.53,9.69367972083468e-05,0.004761748772884799,2.3371414158559998,-376.35999999999996
2025-03-20 17:00:00-04:00,103.06,103.07,103.06,103.06,100.0,103.064,1,2025-03-20 17:00:00-04:00,19.8,479.48,-0.0010662014151400223,0.004759617869277559,0.000609899461123331,-376.42
2025-03-20 18:00:00-04:00,103.37,103.37,103.37,103.37,112.0,103.37,1,2025-03-20 18:00:00-04:00,19.8,479.34,0.003007956530176603,0.004569168447646476,0.0007143567854965162,-375.96999999999997
2025-03-20 19:00:00-04:00,103.5,103.5,103.5,103.5,133.0,103.5,1,2025-03-20 19:00:00-04:00,19.8,479.37,0.0012576182644867817,0.0037978864089596503,0.0009259104554087094,-375.87
2025-03-21 04:00:00-04:00,102.96,103.01,102.61,102.61,310.0,102.852,3,2025-03-21 04:00:00-04:00,20.52,477.39,-0.008599033816425128,0.004207631430492739,0.0026803740418743596,-374.78
